row	column	cell_passage	conc_first_treatment_nm	coumpound_ID	compound_first_treatment	conc_second_treatment	cell_type	compound_second_treatment	well_removal	batch_reagent_first_treatment	batch_reagent_second_treatment	compound_pre_treatment	conc_pre_treatment	cell_number	comments_assay	well	batch_reagent_first_treatment_in_aggregate	batch_reagent_second_treatment_in_aggregate	treatment_annotation
M	21	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		M21	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
M	22	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		M22	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
M	23	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		M23	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
M	24	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		M24	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	1	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N1	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	2	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N2	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	3	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N3	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	4	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N4	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	5	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N5	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	6	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N6	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	7	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N7	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N8	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N9	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	10	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N10	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	11	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N11	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	12	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N12	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	13	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N13	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N14	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	15	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N15	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N16	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	17	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N17	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N18	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	19	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N19	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	20	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N20	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	21	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N21	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	22	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N22	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	23	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N23	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
N	24	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		N24	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O1	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	2	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O2	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	3	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O3	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	4	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O4	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	5	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O5	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	6	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O6	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	7	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O7	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O8	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	9	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O9	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	10	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O10	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	11	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O11	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	12	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O12	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	13	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O13	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O14	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	15	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O15	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O16	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O17	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O18	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	19	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O19	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	20	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O20	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	21	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O21	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	22	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O22	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	23	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O23	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
O	24	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		O24	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	1	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P1	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	2	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P2	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	3	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P3	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	4	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P4	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	5	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P5	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	6	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P6	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	7	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P7	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P8	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	9	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P9	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	10	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P10	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	11	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P11	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	12	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P12	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	13	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P13	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P14	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	15	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P15	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P16	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	17	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P17	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P18	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	19	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P19	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	20	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P20	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	21	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P21	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	22	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P22	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	23	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P23	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
P	24	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-Nle-L4-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		P24	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
