experiment_phase	cell_type	cell_passage	analysis_set	compound_first_treatment	batch_reagent_first_treatment	Date	baseline_norm_method	peak_height_normalization_method	peak_height_normalizator_annotation	response_calculation_method_reference_point	compound_second_treatment	batch_reagent_second_treatment	conc_second_treatment	treatment_annotation	min_conc_for_DR_stim_index	max_conc_for_DR_stim_index	nb_points_for_DR_stim_index	items	checking_auc_criteria	DR_stim_index_type	response_calculation_method	response	comments	nb_replicates_not_going_back_to_baseline	max_cv_replicates	mean_cv_replicates	Analog	curve_smoothing
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_gof_from_value_peak_height	0.98594694	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_nb_from_auc	3	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_nb_from_slope_to_peak	3	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_nb_from_value_peak_height	3	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_auc	9.2832383	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_slope_to_peak	9.3841269	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_value_peak_height	9.2966001	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_auc	1	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_slope_to_peak	1	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_value_peak_height	1	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_auc	-1.411783	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_slope_to_peak	-1.5227117	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_value_peak_height	-1.5726601	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_auc	0.051256409	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_slope_to_peak	0.06002033	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_value_peak_height	0.052589704	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_auc	0.033064837	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_slope_to_peak	0.021503532	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_value_peak_height	0.023089208	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_auc	0.99915417	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_slope_to_peak	0.99968071	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_value_peak_height	0.99961302	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_auc	-0.27993349	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_slope_to_peak	-0.39442241	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_value_peak_height	-0.29089842	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	ratio_end_start_delta_over_peak_height	0.18955385	NA	2	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	slope_to_peak	0.049927214	NA	2	0.72260699	0.31006771	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_at_half_value_peak_height	1067.2013	NA	2	0.098545879	0.039797857	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_at_peak	959.21838	NA	2	0.13955792	0.044396768	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_to_reach_half_peak_height	227.56965	NA	2	0.36520965	0.16106807	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_at_half_phase	0.3533312	NA	2	1.6616056	0.32986414	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_end	0.027176329	NA	2	7.5339375	2.3843148	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_end_start_delta	0.027176329	NA	2	7.5339375	2.3843148	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_peak_height	1.2431768	NA	2	0.74690834	0.25666243	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_start	0	NA	2	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	NA	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	NA	nplr_CTRL_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	NA	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	NA	nplr_CTRL_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	NA	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	NA	nplr_EC50_from_auc	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	NA	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	NA	nplr_EC50_from_value_peak_height	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	NA	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	NA	nplr_Emax_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	NA	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	NA	nplr_Emax_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-17_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	NA	XXXX-Nle-L4-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	NA	nplr_Emin_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-17	rolling average of 10 points
