experiment_phase	cell_type	cell_passage	analysis_set	compound_first_treatment	batch_reagent_first_treatment	Date	baseline_norm_method	peak_height_normalization_method	peak_height_normalizator_annotation	response_calculation_method_reference_point	compound_second_treatment	batch_reagent_second_treatment	conc_second_treatment	treatment_annotation	min_conc_for_DR_stim_index	max_conc_for_DR_stim_index	nb_points_for_DR_stim_index	items	checking_auc_criteria	DR_stim_index_type	response_calculation_method	response	comments	nb_replicates_not_going_back_to_baseline	max_cv_replicates	mean_cv_replicates	Analog	curve_smoothing
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_s_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_scal_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_scal_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_wgof_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_wgof_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_xmid_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L5-15_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_xmid_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	auc	135.20296	NA	NA	0.8237254	0.31323192	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_CTRL_from_auc	93.591928	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_auc	0.53737952	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emax_from_auc	84.35573	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emin_from_auc	14.006747	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_T0_from_auc	14.006747	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_gof_from_auc	0.94740788	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_nb_from_auc	3	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_pEC50_from_auc	9.2697189	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_s_from_auc	1	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_scal_from_auc	-3.5969704	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_stdErr_from_auc	0.10161547	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_weighted_stdErr_from_auc	0.072280206	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_wgof_from_auc	0.99619862	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_xmid_from_auc	-0.23783091	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	ratio_end_start_delta_over_peak_height	0	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	slope_to_peak	1.1606045e-5	NA	NA	2.2645299	0.77457125	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_at_half_value_peak_height	1291.7739	NA	NA	0.004702608	0.004702608	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_at_peak	1291.7739	NA	NA	0.004702608	0.004702608	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	time_to_reach_half_peak_height	452.14224	NA	NA	0.012780333	0.012780333	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_at_half_phase	0.65207304	NA	NA	0.73446273	0.33085836	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_end	0.17156085	NA	NA	1.476353	0.73736127	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_end_start_delta	0.018746698	NA	NA	48.133067	6.1680431	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_peak_height	0	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	value_start	0.22841043	NA	NA	2.2839929	0.77423048	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	auc	84.42683	NA	NA	0.87430307	0.30746056	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_CTRL_from_auc	65.289113	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_CTRL_from_slope_to_peak	0.049567895	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_CTRL_from_value_peak_height	0.99240019	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_auc	0.47549966	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_slope_to_peak	0.37054426	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_EC50_from_value_peak_height	0.48923273	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
second_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	CaFlux-L4&L5-20230421	XXXX-Nle-L5-15_Multiplex2023Apr	all banks	2023-04-21	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	XXXX-WT-fixed_Pur-2021May	all banks	100	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	0.03125	8	27	27	TRUE	auc_log_DR	nplr_Emax_from_auc	64.320779	NA	NA	NA	NA	XXXX-Nle-L5-15	rolling average of 10 points
